farmacia,url,nome,marca,ean_gtin,preco_de,preco_por,desconto_pct,preco_cartao,data_coleta
FarmaPonte,https://www.farmaponte.com.br/pilulas-imescard-10mg-10mg-10mg-30mg-caixa-com-36-drageas/p,Pílulas Imescard 10 + 10 + 10 + 30mg caixa com 36 drágeas,Osório de Moraes,7898089300042,42.56,41.17,3.27,42.01,2026-05-04 13:31:44
FarmaPonte,https://www.farmaponte.com.br/rozex-075pcc-caixa-com-1-bisnaga-com-30g-de-gel-de-uso-dermatologico/p,"Gel para Pele com Rosácea Galderma Rozex 7,5mg g com 30g",Galderma,7897930760172,117.66,105.3,10.5,53.73,2026-05-04 13:31:46
FarmaPonte,https://www.farmaponte.com.br/puran-t4-50mcg-caixa-com-30-comprimidos/p,Puran T4 50Mcg 30 Comprimidos,Sanofi,7897595901316,20.83,17.55,15.75,17.91,2026-05-04 13:31:49
FarmaPonte,https://www.farmaponte.com.br/diad-15mg-1cpr/p,"Diad 1,5mg 1 Comprimido",,7896523216812,22.82,8.81,61.39,8.99,2026-05-04 13:31:52
FarmaPonte,https://www.farmaponte.com.br/cloridrato-de-tansulosina-ems-04mg-caixa-com-60-comprimidos-revestidos-de-liberacao-prolongada/p,"Cloridrato De Tansulosina Ems 0,4Mg, Caixa Com 60 Comprimidos Revestidos De Liberacao Prolongada",,7896004761824,271.63,103.22,62.0,51.61,2026-05-04 13:31:55
FarmaPonte,https://www.farmaponte.com.br/aflexa-colageno-40mg-caixa-com-30-capsulas/p,Aflexa colágeno 30 cápsulas,Kester,7908135000984,59.9,58.7,2.0,59.9,2026-05-04 13:32:00
FarmaPonte,https://www.farmaponte.com.br/oleo-mineral-naturol-farmax-frasco-com-100ml-de-oleo-de-uso-dermatologico/p,Oleo Mineral Naturol Farmax Frasco Com 100Ml De Oleo De Uso Dermatologico,Farmax,7896902211681,15.7,15.7,0.0,15.7,2026-05-04 13:32:03
FarmaPonte,https://www.farmaponte.com.br/ibuprofeno-100mg-gts-20-ml-med/p,Ibuprofeno 100mg Medley Frasco 20ml,,7896422519830,18.03,10.14,43.76,10.35,2026-05-04 13:32:06
FarmaPonte,https://www.farmaponte.com.br/allestra-30-0075mg-0030mg-caixa-com-63-comprimidos-revestidos/p,"Allestra 30mg 0,075mg + 0,020mg, Caixa Com 63 Comprimidos Revestidos",Aché,7896658036965,97.44,85.95,11.79,87.7,2026-05-04 13:32:08
FarmaPonte,https://www.farmaponte.com.br/slinda-drospirenona-4mg-72-12-comprimidos/p,Slinda Drospirenona 4mg 72 + 12 Comprimidos,,7908134200552,319.31,269.12,15.72,91.54,2026-05-04 13:32:11
FarmaPonte,https://www.farmaponte.com.br/tadalafila-5mg-28cpr-neo/p,Tadalafila 5mg Neo Química 28 Comprimidos Revestidos,Neo Química,7896714255941,99.6,36.84,63.01,37.59,2026-05-04 13:32:14
FarmaPonte,https://www.farmaponte.com.br/epocler-100mgml-50mgml-10mgml-caixa-com-6-flaconetes-com-10ml-de-solucao-de-uso-oral/p,"Epocler 100mg mL + 50mg mL + 10mg mL, caixa com 6 flaconetes com 10mL de solução de uso oral",Cosmed,7896094909182,26.99,24.44,9.45,24.94,2026-05-04 13:32:17
FarmaPonte,https://www.farmaponte.com.br/dexametasona-cr-10gr-teuto-ge/p,Dexametasona Creme 10 Gramas  Teuto Ge,Teuto,,13.63,12.29,9.83,12.54,2026-05-04 13:32:21
FarmaPonte,https://www.farmaponte.com.br/lidocaina-ems-50mgg-caixa-com-1-bisnaga-com-25g-de-pomada-de-uso-dermatologico/p,"Lidocaina Ems 50Mg G, Caixa Com 1 Bisnaga Com 25G De Pomada De Uso Dermatologico",EMS,7896004722467,18.98,15.25,19.65,15.56,2026-05-04 13:32:26
FarmaPonte,https://www.farmaponte.com.br/dramin-caps-gel-50mg-10caps-x20/p,Dramin 50mg Com 10 Cápsulas Gel,Cosmed,7896094999503,23.61,21.52,8.85,21.96,2026-05-04 13:32:31
FarmaPonte,https://www.farmaponte.com.br/floral-de-bach-polinize-rescue-urgencias-30ml/p,Polinize Florais Urgências 30mL,Polinize Florais,7898606971137,43.89,43.01,2.01,43.89,2026-05-04 13:32:33
FarmaPonte,https://www.farmaponte.com.br/cloridrato-de-metformina-prati-donaduzzi-500mg-caixa-com-30-comprimidos-revestidos/p,"Cloridrato De Metformina Prati-Donaduzzi 500Mg, Caixa Com 30 Comprimidos Revestidos",Prati-Donaduzzi,7898148291267,7.91,7.75,2.02,7.91,2026-05-04 13:32:37
FarmaPonte,https://www.farmaponte.com.br/rosuvastatina-calcica-ems-10mg-caixa-com-30-comprimidos-revestidos/p,"Rosuvastatina Calcica Ems 10Mg, Caixa Com 30 Comprimidos Revestidos",EMS,7896004729640,116.49,8.04,93.1,34.95,2026-05-04 13:32:40
FarmaPonte,https://www.farmaponte.com.br/nervocalm-250mg-60cpr/p,Nervocalm 250mg WP Lab 60 Comprimidos,WP LAB Indústria Farmacêutica,7896677701615,82.13,61.6,25.0,82.13,2026-05-04 13:32:45
FarmaPonte,https://www.farmaponte.com.br/stodal-xarope-150ml/p,Stodal Xarope 150Ml,Boiron,7898927111311,83.71,70.55,15.72,71.99,2026-05-04 13:32:48
FarmaPonte,https://www.farmaponte.com.br/tamoxifeno-20mg-30cp-blau/p,Citrato de Tamoxifeno 20mg 30 Comprimidos  G  - Genérico Blau Farmacêutica,Blau,7896014668021,262.21,55.38,78.88,56.51,2026-05-04 13:32:50
FarmaPonte,https://www.farmaponte.com.br/sulf-glicosamina-15g-po-30saches-nq/p,"Sulfato Glicosamina 1,5g Nova Química com 30 envelopes",EMS Sigma Pharma,7895296250016,194.49,95.31,50.99,97.25,2026-05-04 13:32:53
FarmaPonte,https://www.farmaponte.com.br/calman-c20-drg/p,Calman Com 20  Drageas,Aspen Pharma,7895858017156,79.34,68.5,13.66,69.9,2026-05-04 13:32:56
FarmaPonte,https://www.farmaponte.com.br/cognicx-60caps/p,Suplemento Alimentar Cognicx 60 Cápsulas Moles,,7896006217572,167.57,146.89,12.34,74.95,2026-05-04 13:32:59
FarmaPonte,https://www.farmaponte.com.br/orlistate-prati-donaduzzi-120mg-caixa-com-84-capsulas-duras/p,"Orlistate Prati-Donaduzzi 120Mg, Caixa Com 84 Capsulas Duras",Prati-Donaduzzi,7899547500257,386.76,140.24,63.74,71.55,2026-05-04 13:33:01
FarmaPonte,https://www.farmaponte.com.br/digeliv-30-caixa-comprimidos-mastigaveis/p,Digeliv 30 Caixa Comprimidos Mastigáveis,,7896637032728,106.99,87.11,18.58,88.89,2026-05-04 13:33:05
FarmaPonte,https://www.farmaponte.com.br/allexofedrin-6mgml-caixa-com-1-frasco-com-60ml-de-suspensao-de-uso-oral-sabor-framboesa-seringa-dosadora-pediatrico/p,Allexofedrin Pediátrico Suspensão 60mL,EMS,7896004770895,43.36,27.06,37.59,27.61,2026-05-04 13:33:09
FarmaPonte,https://www.farmaponte.com.br/bicarbonato-de-sodio-adv-caixa-com-10-saches-de-25g-de-po-para-solucao-oral/p,"Bicarbonato De Sodio - Adv Caixa Com 10 Saches De 2,5G De Po Para Solucao Oral",ADV Farma,7896230304338,6.99,6.85,2.0,6.99,2026-05-04 13:33:12
FarmaPonte,https://www.farmaponte.com.br/avamys-00275mgdose-caixa-com-1-frasco-spray-com-120-doses-de-suspensao-de-uso-nasal/p,"Avamys 0,0275Mg Dose, Caixa Com 1 Frasco Spray Com 120 Doses De Suspensao De Uso Nasal",GSK,7896015518875,77.07,66.46,13.77,67.82,2026-05-04 13:33:16
FarmaPonte,https://www.farmaponte.com.br/diane-35-3x21/p,"Diane 35 2mg+0,035mg 63 Drágeas",Bayer,,94.25,81.28,13.76,82.94,2026-05-04 13:33:19
FarmaPonte,https://www.farmaponte.com.br/lactosil-10000-30tabs/p,Lactosil 10.000 com 30 cápsulas,Apsen,7896637026802,91.57,49.59,45.84,50.6,2026-05-04 13:33:23
FarmaPonte,https://www.farmaponte.com.br/dorflex-50cpr/p,Dorflex 50cpr,Sanofi,7891058020941,29.79,29.19,2.01,29.79,2026-05-04 13:33:26
FarmaPonte,https://www.farmaponte.com.br/motore-extrato-seco-de-curcuma-500mg-60-capsulas/p,Motore Extrato Seco de Curcuma 500mg 60 cápsulas,,7896658047817,217.87,171.88,21.11,58.46,2026-05-04 13:33:29
FarmaPonte,https://www.farmaponte.com.br/fledoid-500mg-pomada-40g/p,Fledoid 500mg Pomada 40g,,7898040325169,37.01,36.27,2.0,37.01,2026-05-04 13:33:33
FarmaPonte,https://www.farmaponte.com.br/allexofedrin-d-60-120mg-caixa-com-10-comprimidos-revestidos/p,"Allexofedrin D 60 + 120Mg, Caixa Com 10 Comprimidos Revestidos",EMS,7896004705408,63.3,48.57,23.27,49.56,2026-05-04 13:33:37
FarmaPonte,https://www.farmaponte.com.br/budesonida-ems-32mcgacionamento-caixa-com-1-frasco-com-120-doses-de-suspensao-de-uso-nasal/p,"Budesonida Ems 32Mcg Acionamento, Caixa Com 1 Frasco Com 120 Doses De Suspensao De Uso Nasal",EMS,7896004758268,29.33,23.85,18.68,25.65,2026-05-04 13:33:40
FarmaPonte,https://www.farmaponte.com.br/oscillococcinum-6-tubos-com-1g-de-globulos/p,Oscillococcinum 6 Tubos Com 1G De Globulos,Boiron,7898927111045,99.9,89.17,10.74,90.99,2026-05-04 13:33:42
FarmaPonte,https://www.farmaponte.com.br/clexane-40mg-inj-10ser/p,CLEXANE 40MG INJ 10SER,,7896070605268,924.68,538.19,41.8,183.06,2026-05-04 13:33:45
FarmaPonte,https://www.farmaponte.com.br/angeliq-1mg-2mg-caixa-com-28-comprimidos-revestidos/p,Angeliq Estradiol 1mg + Drospirenona 2mg 28 comprimidos,Bayer,7891106916028,146.65,123.6,15.72,63.06,2026-05-04 13:33:47
FarmaPonte,https://www.farmaponte.com.br/salonpas-emplastro-11414mg-2184mg-13104mg-2840mg-1842mg-caixa-com-4-emplastros/p,Salonpas Pequeno Adesivo Com 4 Unidades,Hisamitsu,7896227800881,5.46,5.35,2.01,5.46,2026-05-04 13:33:50
FarmaPonte,https://www.farmaponte.com.br/ivermectina-vitamedic-6mg-caixa-com-4-comprimidos/p,"Ivermectina Vitamedic 6Mg, Caixa Com 4 Comprimidos",Vitamedic,7898049793310,35.69,25.7,27.99,25.7,2026-05-04 13:33:52
